id_empresa,ciudad,latitud,longitud,sector,tamanio,estado,anio_fundacion,antiguedat_anios,num_empleados,ingresos_anual_usd,inv_rd_pct,crecimiento_anual_pct,satisfaccion_empleados
697,Quito,-0.1807,-78.4678,Finanzas,Mediana,Estable,1986,38,94,238091.21,3.6,0.0,4.8
698,Panamá,8.9936,-79.5193,Tecnología,Multinacional,En crecimiento,2005,19,1964,12594379.97,18.3,23.5,7.1
699,Pereira,4.8133,-75.6958,Finanzas,Pequeña,En crecimiento,1983,41,15,52889.46,5.4,23.7,7.1
700,Barranquilla,11.0719,-74.7819,Turismo,Pequeña,En crecimiento,1979,45,28,51152.83,5.7,21.5,8.0
701,Pereira,4.8133,-75.6958,Turismo,Pequeña,En riesgo,2004,20,15,48102.89,3.3,-5.2,7.5
702,Barranquilla,11.0719,-74.7819,Manufactura,Grande,En crecimiento,1994,30,733,3613489.9,6.3,21.1,7.8
703,Cali,3.4516,-76.6319,Tecnología,Pequeña,Inactiva,1972,52,24,98982.42,19.5,-28.0,3.4
704,Cali,3.4516,-76.6319,Manufactura,Pequeña,En crecimiento,2016,8,19,72564.17,8.6,6.5,7.5
705,São Paulo,-23.5505,-46.6333,Educación,Pequeña,Inactiva,2007,17,13,45918.7,5.0,-29.8,4.1
706,Rio de Janeiro,-22.9068,-43.1729,Finanzas,Grande,En riesgo,1986,38,606,1529965.96,1.2,-19.9,3.2
707,Rio de Janeiro,-22.9068,-43.1729,Retail,Mediana,En crecimiento,1981,43,72,391140.09,7.1,21.8,10.0
708,Cartagena,10.423,-75.5434,Tecnología,Grande,En riesgo,2023,1,399,1155647.34,20.1,-19.5,4.4
709,São Paulo,-23.5505,-46.6333,Turismo,Multinacional,Activa,2021,3,2852,12789178.7,2.3,11.7,6.7
710,Popayán,2.4419,-76.6109,Turismo,Pequeña,Inactiva,1993,31,14,31544.54,3.1,-18.3,4.4
711,Bucaramanga,7.088,-73.0836,Finanzas,Grande,Estable,1998,26,299,1824647.75,3.8,1.8,5.8
712,Bogotá,-4.711,-74.0721,Salud,Pequeña,Activa,2012,12,8,15913.46,15.6,2.1,8.1
713,Cartagena,10.423,-75.5434,Salud,Grande,Estable,1994,30,587,1139005.88,12.1,3.7,8.6
714,Manizales,5.0689,-75.5175,Retail,Mediana,Inactiva,2005,19,100,847779.89,4.5,-13.6,2.9
715,Lima,-12.0464,-77.0428,Finanzas,Grande,Activa,1995,29,200,2518241.54,5.5,17.5,9.7
716,Buenos Aires,-34.6037,-58.3816,Educación,Pequeña,Estable,2007,17,11,107743.91,8.6,-6.4,7.7
717,Medellín,6.2518,-75.5636,Finanzas,Pequeña,Estable,1970,54,16,35815.08,2.3,-6.7,7.7
718,Guayaquil,-2.19,-79.897,Manufactura,Pequeña,En riesgo,1989,35,17,52662.81,7.6,-22.2,6.1
719,Buenos Aires,-34.6037,-58.3816,Tecnología,Pequeña,En crecimiento,1997,27,8,94918.55,15.4,15.2,9.8
720,Santiago,-33.4489,-70.6693,Finanzas,Pequeña,Activa,1985,39,14,68619.07,2.9,9.5,7.5
721,Manizales,5.0689,-75.5175,Turismo,Pequeña,Activa,2016,8,18,64476.83,3.3,4.7,8.2
722,Caracas,10.4806,-66.9036,Telecomunicaciones,Pequeña,Estable,1986,38,13,112991.66,19.5,-3.0,8.6
723,Caracas,10.4806,-66.9036,Salud,Mediana,En crecimiento,2009,15,88,178315.6,15.5,28.2,6.4
724,Quito,-0.1807,-78.4678,Educación,Grande,Inactiva,1997,27,329,1367994.9,0.3,-21.8,1.1
725,Panamá,8.9936,-79.5193,Finanzas,Mediana,Activa,1981,43,115,124803.4,3.1,-2.2,7.1
726,Guayaquil,-2.19,-79.897,Manufactura,Pequeña,Estable,1996,28,10,28918.17,8.1,7.9,4.8
727,Barranquilla,11.0719,-74.7819,Educación,Mediana,Activa,2023,1,50,513307.55,4.6,11.0,6.8
728,Bogotá,-4.711,-74.0721,Turismo,Pequeña,Activa,2022,2,15,31606.04,5.5,11.2,7.6
729,Pereira,4.8133,-75.6958,Agro,Multinacional,En crecimiento,2011,13,1409,11555987.13,4.5,18.6,7.5
730,Guayaquil,-2.19,-79.897,Energía,Pequeña,En crecimiento,2016,8,6,114579.11,13.0,20.9,7.6
731,Cali,3.4516,-76.6319,Finanzas,Grande,Estable,1999,25,617,1372310.78,3.3,-9.8,5.7
732,Montevideo,-34.9033,-56.188,Retail,Multinacional,Inactiva,2010,14,1686,10374732.28,0.1,-19.8,4.1
733,Caracas,10.4806,-66.9036,Turismo,Grande,Estable,2003,21,234,2175201.21,4.7,-4.0,5.6
734,Caracas,10.4806,-66.9036,Turismo,Mediana,Inactiva,2006,18,57,162883.45,3.0,-30.2,1.0
735,Buenos Aires,-34.6037,-58.3816,Tecnología,Grande,En riesgo,1975,49,283,1102123.68,17.8,-17.3,4.3
736,Buenos Aires,-34.6037,-58.3816,Telecomunicaciones,Multinacional,Estable,1976,48,2361,4843370.85,16.7,12.8,8.0
737,Medellín,6.2518,-75.5636,Tecnología,Mediana,En riesgo,2001,23,51,229389.38,19.8,-16.0,4.6
738,Santiago,-33.4489,-70.6693,Salud,Mediana,Estable,2001,23,97,429163.44,9.0,7.7,5.5
739,Buenos Aires,-34.6037,-58.3816,Tecnología,Mediana,Activa,2022,2,103,222779.86,20.4,7.9,7.3
740,Rio de Janeiro,-22.9068,-43.1729,Manufactura,Mediana,Estable,1994,30,48,294773.09,8.1,-3.0,7.4
741,Santa Marta,11.2469,-74.0515,Salud,Mediana,Activa,2002,22,62,178136.78,18.6,1.9,7.3
742,Cali,3.4516,-76.6319,Salud,Mediana,Estable,1976,48,64,553905.2,12.2,-1.8,6.6
743,Caracas,10.4806,-66.9036,Tecnología,Pequeña,Estable,2021,3,14,38071.58,19.0,1.6,7.5
744,Buenos Aires,-34.6037,-58.3816,Tecnología,Pequeña,Activa,1981,43,23,107073.26,18.3,11.6,5.1
745,Quito,-0.1807,-78.4678,Turismo,Pequeña,Activa,1985,39,23,51546.67,0.1,5.2,6.1
746,Caracas,10.4806,-66.9036,Manufactura,Pequeña,Inactiva,1985,39,40,24742.52,8.8,-28.1,1.6
747,Santiago,-33.4489,-70.6693,Finanzas,Pequeña,Estable,2012,12,6,45902.04,4.3,-3.3,8.5
748,São Paulo,-23.5505,-46.6333,Finanzas,Mediana,Activa,2022,2,55,176336.49,8.5,0.8,8.1
749,Bucaramanga,7.088,-73.0836,Manufactura,Pequeña,Estable,2005,19,30,67134.47,3.8,-5.7,7.1
750,Cali,3.4516,-76.6319,Tecnología,Grande,Estable,1982,42,194,1316245.96,13.6,7.9,5.2
751,Rio de Janeiro,-22.9068,-43.1729,Educación,Pequeña,En crecimiento,1976,48,30,54251.36,7.3,18.8,8.7
752,Caracas,10.4806,-66.9036,Telecomunicaciones,Pequeña,Inactiva,2005,19,15,41568.66,12.7,-27.6,4.9
753,Cartagena,10.423,-75.5434,Turismo,Grande,Estable,2016,8,430,1136318.85,1.4,-2.0,7.6
754,Popayán,2.4419,-76.6109,Salud,Mediana,En crecimiento,2020,4,47,184374.95,5.8,20.1,7.8
755,Santa Marta,11.2469,-74.0515,Turismo,Pequeña,En riesgo,1978,46,12,75954.5,4.2,-9.8,5.3
756,Guayaquil,-2.19,-79.897,Educación,Grande,En riesgo,2001,23,804,1375598.02,9.1,-14.9,4.8
757,Santa Marta,11.2469,-74.0515,Turismo,Grande,Activa,1980,44,392,1281613.28,5.1,9.1,8.3
758,Lima,-12.0464,-77.0428,Tecnología,Pequeña,Activa,1977,47,12,45282.29,16.9,16.5,8.3
759,Guayaquil,-2.19,-79.897,Tecnología,Pequeña,Activa,2002,22,17,35608.78,16.7,3.1,6.9
760,Santiago,-33.4489,-70.6693,Tecnología,Multinacional,Estable,1992,32,2314,6846693.45,22.3,-0.6,6.1
761,Montevideo,-34.9033,-56.188,Telecomunicaciones,Mediana,Estable,1994,30,91,332485.88,7.3,5.8,6.4
762,Barranquilla,11.0719,-74.7819,Energía,Mediana,Estable,1977,47,56,178879.78,9.3,11.0,7.5
763,Popayán,2.4419,-76.6109,Salud,Grande,Inactiva,2014,10,387,961547.91,15.4,-32.5,2.8
764,Cali,3.4516,-76.6319,Salud,Pequeña,En riesgo,1991,33,11,99600.29,16.8,-22.2,3.6
765,Manizales,5.0689,-75.5175,Energía,Mediana,Activa,1973,51,38,250235.93,10.5,8.0,7.2
766,Santiago,-33.4489,-70.6693,Salud,Pequeña,En crecimiento,2009,15,18,37948.98,12.2,21.4,9.1
767,São Paulo,-23.5505,-46.6333,Salud,Grande,En crecimiento,1972,52,244,766078.45,18.5,26.2,8.0
768,Caracas,10.4806,-66.9036,Telecomunicaciones,Mediana,En crecimiento,1998,26,74,459032.63,12.0,25.3,7.5
769,Barranquilla,11.0719,-74.7819,Salud,Mediana,Estable,2010,14,115,176941.57,10.0,1.8,7.3
770,Caracas,10.4806,-66.9036,Manufactura,Pequeña,En riesgo,1998,26,8,49619.14,6.6,-5.7,4.6
771,Medellín,6.2518,-75.5636,Telecomunicaciones,Pequeña,En crecimiento,2003,21,19,21283.46,13.4,17.9,5.5
772,Caracas,10.4806,-66.9036,Finanzas,Mediana,Estable,2003,21,70,451632.54,10.9,3.3,7.7
773,Pereira,4.8133,-75.6958,Tecnología,Grande,En riesgo,1997,27,271,2701732.49,19.2,-19.3,5.0
774,Pereira,4.8133,-75.6958,Salud,Mediana,En crecimiento,1982,42,179,382237.69,10.6,21.7,7.8
775,Guayaquil,-2.19,-79.897,Agro,Pequeña,Activa,1984,40,14,23214.64,0.1,-0.8,8.5
776,Lima,-12.0464,-77.0428,Retail,Grande,En crecimiento,1992,32,318,2281529.79,5.8,15.3,9.3
777,Rio de Janeiro,-22.9068,-43.1729,Energía,Pequeña,Activa,2013,11,10,33060.81,7.6,18.3,8.2
778,Popayán,2.4419,-76.6109,Tecnología,Multinacional,Inactiva,1995,29,3556,4454681.66,13.4,-35.9,2.2
779,Manizales,5.0689,-75.5175,Agro,Pequeña,Activa,1973,51,11,41276.46,7.0,6.7,6.2
780,Cartagena,10.423,-75.5434,Retail,Mediana,En crecimiento,1995,29,108,245205.99,0.6,27.0,9.1
781,Bucaramanga,7.088,-73.0836,Manufactura,Pequeña,En crecimiento,2009,15,14,38841.87,8.8,35.3,5.5
782,Montevideo,-34.9033,-56.188,Telecomunicaciones,Multinacional,Inactiva,1978,46,3906,15123936.17,9.3,-23.9,3.0
783,Medellín,6.2518,-75.5636,Agro,Mediana,Activa,1974,50,52,820320.79,8.4,9.4,7.7
784,Santiago,-33.4489,-70.6693,Manufactura,Pequeña,Activa,2001,23,10,25215.4,8.6,8.2,5.1
785,Bucaramanga,7.088,-73.0836,Turismo,Pequeña,Activa,1989,35,13,35431.7,0.8,14.3,7.5
786,Cartagena,10.423,-75.5434,Educación,Pequeña,Activa,2019,5,13,53699.15,3.0,10.6,8.3
787,Bogotá,-4.711,-74.0721,Salud,Pequeña,Activa,1980,44,13,41168.14,21.9,4.5,5.4
788,Bucaramanga,7.088,-73.0836,Manufactura,Multinacional,Estable,1984,40,7162,9768285.03,5.4,8.7,8.9
789,Bucaramanga,7.088,-73.0836,Educación,Mediana,Activa,2001,23,182,474269.23,5.7,5.2,6.0
790,Panamá,8.9936,-79.5193,Retail,Grande,Activa,1997,27,450,2181795.32,6.2,-1.6,7.9
791,Barranquilla,11.0719,-74.7819,Telecomunicaciones,Mediana,En riesgo,1991,33,94,406933.29,14.8,-21.6,4.4
792,Quito,-0.1807,-78.4678,Energía,Mediana,En crecimiento,2010,14,72,687684.55,13.5,20.8,7.9
793,Manizales,5.0689,-75.5175,Tecnología,Pequeña,En crecimiento,1986,38,9,22590.95,17.7,22.6,6.3
794,Cali,3.4516,-76.6319,Educación,Pequeña,En crecimiento,1995,29,13,104802.48,13.6,27.7,9.3
795,Rio de Janeiro,-22.9068,-43.1729,Tecnología,Grande,Inactiva,2013,11,544,1220144.5,14.1,-21.2,3.6
796,Pereira,4.8133,-75.6958,Manufactura,Multinacional,Activa,1976,48,4214,11846164.59,4.3,8.5,9.1
797,Cartagena,10.423,-75.5434,Energía,Pequeña,En riesgo,2011,13,22,29880.02,11.2,-5.9,3.0
798,Barranquilla,11.0719,-74.7819,Retail,Pequeña,En riesgo,1995,29,8,31746.26,5.5,-11.9,4.3
799,Bucaramanga,7.088,-73.0836,Finanzas,Mediana,Activa,1994,30,71,417732.44,7.0,0.3,7.5
800,Medellín,6.2518,-75.5636,Retail,Multinacional,Inactiva,1979,45,1389,3049801.57,1.8,-34.1,3.3
